Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-9418,2023-09-19,2022-08-29,CUST-661,Bob,Consumer,Texas,East,PROD-429,Office Supplies,Printer,Printer Model X,85.63,4,0.15,1.12
ORD-9464,2023-07-07,2022-10-20,CUST-608,Alice,Corporate,Illinois,East,PROD-451,Office Supplies,Tablet,Notebook Model Z,119.59,4,0.04,11.73
ORD-8081,2023-01-18,2022-10-30,CUST-489,Charlie,Consumer,Illinois,Central,PROD-925,Office Supplies,Tablet,Laptop Model Y,1392.64,9,0.1,-2.06
ORD-5412,2021-05-26,2021-05-17,CUST-167,Grace,Consumer,Florida,West,PROD-523,Office Supplies,Chair,Chair Model Z,1153.85,1,0.26,-99.45
ORD-4157,2021-08-29,2023-02-05,CUST-231,Eve,Consumer,New York,South,PROD-234,Furniture,Notebook,Tablet Model Y,1224.7,3,0.01,178.42
ORD-3338,2023-05-07,2022-03-05,CUST-769,Frank,Home Office,New York,West,PROD-657,Furniture,Pen,Monitor Model Z,728.39,5,0.16,-64.94
ORD-6588,2021-10-14,2023-04-11,CUST-944,Eve,Consumer,Illinois,Central,PROD-469,Office Supplies,Laptop,Printer Model Y,560.17,4,0.23,-53.43
ORD-2601,2023-08-10,2023-11-20,CUST-364,Diana,Home Office,California,South,PROD-225,Office Supplies,Desk,Monitor Model X,156.12,1,0.29,-31.29
ORD-6888,2021-01-26,2022-08-19,CUST-781,Frank,Corporate,California,West,PROD-498,Furniture,Monitor,Chair Model Z,845.97,7,0.2,-34.74
ORD-4718,2022-03-28,2023-07-10,CUST-881,Frank,Corporate,California,South,PROD-591,Furniture,Laptop,Tablet Model X,1120.17,8,0.01,115.79
ORD-6546,2021-04-16,2023-11-25,CUST-319,Diana,Home Office,California,South,PROD-824,Technology,Desk,Chair Model Y,309.95,3,0.22,-40.9
ORD-2925,2021-08-28,2022-05-20,CUST-651,Charlie,Home Office,California,South,PROD-173,Furniture,Tablet,Tablet Model Z,595.96,7,0.22,-19.22
ORD-9758,2021-11-28,2021-04-15,CUST-998,Eve,Consumer,Florida,South,PROD-186,Office Supplies,Chair,Desk Model Z,1392.42,3,0.16,37.05
ORD-3915,2023-07-01,2022-05-10,CUST-388,Frank,Consumer,Illinois,East,PROD-616,Office Supplies,Chair,Tablet Model X,1268.75,2,0.11,80.1
ORD-7898,2023-12-02,2022-01-24,CUST-178,Diana,Corporate,Texas,Central,PROD-340,Technology,Notebook,Notebook Model Z,1201.48,7,0.13,-78.85
ORD-9443,2022-10-07,2023-01-06,CUST-850,Frank,Corporate,Florida,South,PROD-798,Technology,Laptop,Laptop Model Z,78.36,6,0.28,-9.15
ORD-6652,2021-02-04,2023-06-25,CUST-671,Diana,Corporate,Florida,East,PROD-349,Technology,Tablet,Chair Model X,265.06,6,0.27,-55.09
ORD-4501,2023-05-26,2021-11-30,CUST-419,Bob,Corporate,Illinois,West,PROD-809,Furniture,Notebook,Printer Model Z,472.94,7,0.09,-11.5
ORD-8274,2022-01-19,2022-01-13,CUST-417,Bob,Consumer,New York,West,PROD-121,Furniture,Printer,Notebook Model X,469.39,9,0.02,25.53
ORD-2602,2023-03-22,2021-08-29,CUST-586,Grace,Consumer,Florida,East,PROD-127,Office Supplies,Chair,Desk Model X,210.86,5,0.22,-14.05
ORD-8359,2023-01-18,2023-01-01,CUST-946,Charlie,Corporate,Florida,West,PROD-537,Office Supplies,Tablet,Laptop Model X,448.38,2,0.16,-23.49
ORD-1513,2023-08-17,2021-07-02,CUST-490,Charlie,Consumer,Texas,West,PROD-118,Technology,Printer,Monitor Model X,653.65,6,0.19,-8.8
ORD-9633,2023-11-23,2023-01-15,CUST-848,Charlie,Consumer,California,East,PROD-212,Technology,Tablet,Notebook Model X,92.97,3,0.28,-10.98
ORD-9192,2021-04-05,2023-04-22,CUST-687,Charlie,Home Office,Florida,East,PROD-625,Furniture,Chair,Chair Model Y,616.7,9,0.28,-70.84
ORD-7501,2023-10-17,2023-12-06,CUST-917,Eve,Home Office,California,East,PROD-275,Office Supplies,Tablet,Pen Model Y,754.87,7,0.25,-45.57
ORD-1902,2021-07-24,2023-10-07,CUST-138,Alice,Corporate,Illinois,East,PROD-306,Office Supplies,Chair,Pen Model X,80.58,5,0.08,4.77
ORD-6719,2023-04-14,2023-04-09,CUST-298,Charlie,Corporate,Florida,West,PROD-761,Technology,Chair,Printer Model Y,1017.81,4,0.24,-63.12
ORD-9148,2021-01-30,2022-08-22,CUST-204,Bob,Corporate,Texas,South,PROD-401,Furniture,Desk,Tablet Model Y,138.08,4,0.25,-22.31
ORD-3321,2021-09-23,2023-10-15,CUST-681,Frank,Corporate,Texas,East,PROD-952,Office Supplies,Tablet,Printer Model Z,978.93,5,0.0,183.73
ORD-1855,2021-01-23,2021-07-21,CUST-893,Alice,Corporate,Illinois,Central,PROD-822,Office Supplies,Tablet,Pen Model X,1491.24,6,0.12,105.73
ORD-2017,2022-09-01,2021-12-10,CUST-606,Alice,Consumer,California,South,PROD-610,Furniture,Tablet,Monitor Model Y,109.72,7,0.09,2.04
ORD-6279,2021-02-08,2022-09-24,CUST-669,Eve,Home Office,New York,West,PROD-752,Technology,Pen,Desk Model Z,422.83,9,0.25,-63.4
ORD-8712,2021-06-22,2021-10-26,CUST-428,Diana,Home Office,Illinois,South,PROD-377,Technology,Monitor,Desk Model Z,211.41,4,0.03,13.69
ORD-5680,2023-01-30,2022-11-30,CUST-790,Grace,Home Office,New York,West,PROD-237,Furniture,Pen,Chair Model X,566.46,6,0.19,-38.45
ORD-8072,2022-02-18,2022-12-15,CUST-407,Frank,Consumer,Texas,East,PROD-465,Furniture,Monitor,Desk Model X,1256.19,7,0.15,-0.88
ORD-7624,2022-11-23,2023-07-20,CUST-321,Frank,Consumer,Texas,West,PROD-604,Furniture,Laptop,Chair Model Z,1395.58,9,0.28,-214.91
ORD-1195,2022-09-07,2023-02-18,CUST-755,Alice,Consumer,Florida,East,PROD-143,Office Supplies,Notebook,Notebook Model X,1262.79,1,0.14,-13.72
ORD-5694,2021-07-28,2022-01-15,CUST-915,Eve,Home Office,Texas,West,PROD-379,Furniture,Desk,Chair Model X,1042.78,8,0.02,40.76
ORD-5651,2021-01-22,2023-01-19,CUST-126,Eve,Home Office,California,East,PROD-542,Technology,Chair,Notebook Model Z,1081.48,6,0.27,-92.39
ORD-7991,2021-01-05,2022-12-08,CUST-772,Eve,Home Office,Texas,West,PROD-545,Office Supplies,Monitor,Chair Model Z,198.3,5,0.18,-20.59
ORD-3697,2022-10-13,2022-01-03,CUST-250,Charlie,Home Office,Florida,Central,PROD-171,Furniture,Laptop,Pen Model X,388.08,3,0.2,-16.18
ORD-2057,2021-08-02,2023-02-11,CUST-272,Frank,Home Office,Illinois,East,PROD-555,Furniture,Laptop,Pen Model Y,558.57,3,0.22,-69.58
ORD-6207,2023-07-09,2024-01-01,CUST-822,Diana,Consumer,Florida,East,PROD-212,Furniture,Laptop,Tablet Model X,94.2,3,0.25,-12.2
ORD-3792,2023-06-26,2023-11-19,CUST-967,Charlie,Consumer,Illinois,Central,PROD-794,Technology,Desk,Notebook Model Y,1236.04,3,0.22,-208.81
ORD-1420,2022-11-03,2021-12-16,CUST-121,Bob,Home Office,Florida,East,PROD-532,Technology,Chair,Laptop Model Z,398.4,6,0.08,36.83
ORD-3814,2022-10-29,2021-04-04,CUST-909,Diana,Consumer,Texas,South,PROD-330,Technology,Printer,Notebook Model Y,97.39,6,0.29,-9.33
ORD-3840,2023-03-11,2021-05-22,CUST-976,Charlie,Home Office,New York,South,PROD-661,Office Supplies,Desk,Chair Model Z,128.16,4,0.04,3.65
ORD-2031,2021-11-13,2021-12-22,CUST-644,Diana,Home Office,California,West,PROD-333,Technology,Laptop,Chair Model X,1454.85,9,0.12,-59.84
ORD-8639,2023-03-04,2023-12-30,CUST-720,Bob,Home Office,New York,South,PROD-669,Furniture,Notebook,Laptop Model X,1369.74,9,0.16,-135.81
ORD-2491,2022-07-30,2022-08-06,CUST-493,Charlie,Consumer,California,West,PROD-708,Technology,Pen,Printer Model Z,1438.94,5,0.02,60.2
ORD-5975,2021-04-01,2023-06-03,CUST-146,Diana,Corporate,Texas,West,PROD-787,Office Supplies,Chair,Chair Model Z,1435.93,7,0.04,132.67
ORD-5947,2023-12-02,2021-05-05,CUST-707,Bob,Corporate,Florida,South,PROD-840,Technology,Tablet,Tablet Model Z,1203.16,5,0.06,17.53
ORD-1509,2023-01-31,2022-08-27,CUST-224,Grace,Corporate,Florida,Central,PROD-960,Office Supplies,Chair,Desk Model X,428.43,4,0.26,-75.74
ORD-2859,2023-02-09,2023-09-02,CUST-434,Frank,Corporate,Illinois,Central,PROD-963,Furniture,Chair,Desk Model X,500.66,3,0.18,-31.19
ORD-6061,2021-01-01,2021-11-02,CUST-394,Eve,Corporate,New York,West,PROD-171,Office Supplies,Notebook,Monitor Model Y,614.96,9,0.03,56.64
ORD-2858,2021-04-19,2023-03-15,CUST-989,Diana,Consumer,California,Central,PROD-963,Technology,Laptop,Monitor Model Z,1181.8,2,0.22,-149.91
ORD-6607,2023-07-17,2023-07-27,CUST-913,Bob,Home Office,Florida,East,PROD-185,Furniture,Pen,Desk Model Y,1391.62,8,0.14,79.62
ORD-3065,2023-12-24,2022-01-01,CUST-939,Frank,Corporate,Texas,Central,PROD-272,Technology,Tablet,Desk Model X,671.66,4,0.05,11.42
ORD-3966,2021-07-25,2023-09-20,CUST-918,Grace,Corporate,Florida,East,PROD-125,Technology,Desk,Pen Model Y,466.19,8,0.17,-42.55
ORD-7773,2023-04-30,2021-09-24,CUST-636,Eve,Corporate,Illinois,South,PROD-692,Furniture,Chair,Tablet Model Y,379.41,2,0.12,-2.13
ORD-8892,2022-08-13,2021-03-26,CUST-693,Grace,Home Office,Florida,West,PROD-973,Furniture,Printer,Laptop Model X,399.57,7,0.19,-38.55
ORD-5442,2022-09-15,2023-05-04,CUST-669,Bob,Corporate,Texas,West,PROD-514,Technology,Monitor,Monitor Model X,30.19,3,0.29,-3.47
ORD-4204,2023-08-23,2023-01-20,CUST-637,Frank,Consumer,Florida,West,PROD-181,Furniture,Chair,Pen Model Z,366.52,5,0.22,-52.59
ORD-1575,2023-08-23,2021-06-01,CUST-396,Frank,Home Office,California,Central,PROD-670,Technology,Monitor,Pen Model Y,456.48,4,0.15,3.27
ORD-1198,2022-10-15,2022-11-18,CUST-143,Frank,Home Office,California,West,PROD-742,Office Supplies,Printer,Laptop Model X,1167.87,2,0.18,-129.77
ORD-8423,2021-03-20,2021-05-21,CUST-696,Grace,Home Office,Florida,Central,PROD-885,Office Supplies,Tablet,Pen Model X,831.82,8,0.23,-116.3
ORD-2365,2022-02-19,2021-02-25,CUST-121,Alice,Home Office,Texas,West,PROD-951,Technology,Tablet,Notebook Model Y,510.02,8,0.07,46.41
ORD-8834,2022-10-01,2021-03-16,CUST-977,Bob,Corporate,Texas,East,PROD-471,Office Supplies,Printer,Tablet Model X,903.67,7,0.04,21.08
ORD-2998,2023-03-02,2023-09-25,CUST-325,Charlie,Corporate,Florida,Central,PROD-540,Technology,Printer,Desk Model Z,1186.7,6,0.17,19.16
ORD-6350,2023-11-28,2023-06-28,CUST-648,Charlie,Consumer,Texas,East,PROD-582,Furniture,Notebook,Chair Model Z,922.87,8,0.22,-112.4
ORD-7444,2021-11-29,2023-04-10,CUST-473,Charlie,Corporate,California,East,PROD-345,Office Supplies,Pen,Laptop Model Y,123.96,7,0.13,-3.71
ORD-2016,2021-10-15,2022-10-05,CUST-712,Charlie,Home Office,California,South,PROD-653,Furniture,Notebook,Desk Model Z,376.69,9,0.06,9.48
ORD-4618,2023-12-09,2023-01-15,CUST-753,Grace,Consumer,California,South,PROD-417,Technology,Laptop,Desk Model X,443.08,8,0.19,-4.11
ORD-1025,2021-06-10,2021-01-27,CUST-103,Frank,Corporate,Illinois,East,PROD-846,Technology,Notebook,Printer Model X,557.14,6,0.2,-30.09
ORD-4724,2021-11-16,2022-03-12,CUST-123,Frank,Home Office,New York,West,PROD-129,Office Supplies,Desk,Notebook Model X,56.45,6,0.24,-10.35
ORD-4458,2023-07-13,2021-03-04,CUST-802,Alice,Consumer,California,South,PROD-160,Furniture,Laptop,Laptop Model X,1121.57,2,0.18,8.22
ORD-7593,2021-12-30,2022-05-06,CUST-932,Alice,Consumer,Florida,South,PROD-903,Technology,Laptop,Pen Model Y,716.14,8,0.11,57.1
ORD-9662,2022-04-20,2022-05-09,CUST-421,Alice,Corporate,Illinois,East,PROD-666,Technology,Desk,Chair Model Z,1346.94,6,0.07,84.24
ORD-8280,2023-10-20,2022-11-11,CUST-880,Eve,Home Office,Florida,East,PROD-359,Furniture,Monitor,Laptop Model Z,786.17,2,0.01,68.59
ORD-9069,2023-02-05,2022-04-14,CUST-638,Diana,Corporate,Texas,East,PROD-882,Furniture,Pen,Pen Model X,1482.49,2,0.12,-68.02
ORD-5746,2022-08-25,2022-10-14,CUST-471,Grace,Consumer,New York,Central,PROD-723,Technology,Desk,Desk Model Y,1057.03,2,0.23,-148.84
ORD-8589,2021-11-08,2022-03-25,CUST-692,Charlie,Home Office,Illinois,Central,PROD-298,Furniture,Monitor,Chair Model X,1332.56,2,0.23,-64.68
ORD-7978,2022-08-12,2021-07-28,CUST-732,Grace,Consumer,Texas,Central,PROD-195,Office Supplies,Pen,Pen Model X,1460.46,3,0.28,-290.69
ORD-4041,2021-12-09,2023-09-30,CUST-464,Diana,Consumer,Texas,Central,PROD-708,Furniture,Desk,Tablet Model Y,718.2,6,0.01,44.82
ORD-8765,2023-06-25,2021-01-11,CUST-168,Charlie,Home Office,California,Central,PROD-924,Office Supplies,Notebook,Pen Model Y,957.01,5,0.05,46.99
ORD-6404,2021-06-21,2023-02-27,CUST-571,Grace,Corporate,Florida,Central,PROD-418,Furniture,Notebook,Printer Model X,1372.78,3,0.2,-143.83
ORD-1571,2022-09-18,2021-01-05,CUST-604,Charlie,Consumer,Texas,South,PROD-944,Technology,Notebook,Notebook Model Z,871.45,7,0.16,0.87
ORD-9796,2023-10-30,2022-04-13,CUST-412,Charlie,Home Office,Texas,Central,PROD-419,Technology,Notebook,Desk Model X,98.13,4,0.22,-11.03
ORD-5980,2022-11-13,2021-09-17,CUST-171,Grace,Corporate,Texas,West,PROD-244,Furniture,Monitor,Pen Model Z,1051.54,2,0.12,-41.51
ORD-9573,2021-11-07,2022-12-23,CUST-345,Alice,Corporate,New York,Central,PROD-920,Furniture,Pen,Notebook Model Z,1404.89,1,0.11,-53.95
ORD-2236,2023-07-03,2021-10-15,CUST-857,Frank,Consumer,Illinois,East,PROD-603,Technology,Tablet,Monitor Model Y,1176.13,4,0.21,-100.72
ORD-3380,2022-03-06,2021-02-01,CUST-864,Eve,Home Office,California,West,PROD-267,Furniture,Tablet,Monitor Model Y,1191.07,8,0.12,85.93
ORD-8177,2023-05-08,2022-06-06,CUST-975,Charlie,Corporate,Illinois,Central,PROD-841,Technology,Desk,Notebook Model X,137.3,2,0.08,4.42
ORD-2517,2021-10-12,2022-12-18,CUST-172,Charlie,Home Office,Texas,Central,PROD-169,Technology,Printer,Notebook Model Z,1111.33,3,0.09,-38.32
ORD-2533,2022-05-10,2021-05-05,CUST-885,Charlie,Corporate,New York,East,PROD-226,Technology,Pen,Printer Model Z,67.74,6,0.07,1.43
ORD-6887,2021-12-21,2023-07-12,CUST-627,Bob,Home Office,Texas,East,PROD-606,Office Supplies,Tablet,Tablet Model X,1397.38,3,0.0,138.7
ORD-8859,2021-08-02,2021-05-11,CUST-790,Grace,Home Office,Florida,East,PROD-149,Office Supplies,Desk,Desk Model X,1373.17,9,0.21,-92.12
ORD-4489,2023-03-28,2023-01-17,CUST-963,Charlie,Home Office,Illinois,West,PROD-935,Office Supplies,Chair,Laptop Model X,1470.81,3,0.22,-58.62
ORD-5642,2021-07-19,2022-06-01,CUST-139,Alice,Consumer,California,West,PROD-370,Technology,Desk,Printer Model Y,468.73,3,0.24,-21.27
ORD-3150,2023-05-03,2023-02-14,CUST-138,Alice,Corporate,New York,West,PROD-171,Technology,Pen,Tablet Model X,819.61,7,0.05,28.9
ORD-6319,2021-05-16,2023-08-10,CUST-155,Diana,Corporate,Illinois,South,PROD-517,Furniture,Tablet,Notebook Model X,876.57,3,0.27,-80.6
ORD-4766,2023-08-06,2021-03-19,CUST-984,Grace,Consumer,Texas,South,PROD-857,Office Supplies,Chair,Laptop Model Z,843.95,4,0.1,-30.16
ORD-5960,2022-09-20,2022-01-02,CUST-844,Frank,Corporate,California,South,PROD-342,Technology,Desk,Notebook Model X,630.01,4,0.27,-85.34
ORD-7061,2023-07-06,2021-10-20,CUST-665,Frank,Corporate,New York,West,PROD-570,Furniture,Printer,Notebook Model Z,1480.61,7,0.08,32.38
ORD-6857,2021-12-08,2021-06-07,CUST-271,Alice,Consumer,Texas,South,PROD-507,Furniture,Notebook,Monitor Model Z,1332.31,9,0.01,77.64
ORD-5487,2022-01-23,2023-06-28,CUST-401,Diana,Consumer,Texas,South,PROD-207,Office Supplies,Chair,Monitor Model Y,923.32,6,0.16,-74.61
ORD-8750,2021-01-04,2023-07-08,CUST-589,Eve,Consumer,Illinois,East,PROD-619,Office Supplies,Monitor,Laptop Model X,978.65,8,0.16,-68.21
ORD-2077,2022-11-08,2021-04-21,CUST-531,Bob,Home Office,Texas,East,PROD-540,Office Supplies,Pen,Printer Model X,1077.09,7,0.27,-121.1
ORD-2300,2022-02-03,2021-05-19,CUST-800,Alice,Consumer,Texas,South,PROD-469,Technology,Desk,Monitor Model Z,913.47,4,0.2,-1.29
ORD-7649,2022-02-15,2023-10-18,CUST-654,Grace,Home Office,New York,South,PROD-892,Technology,Chair,Desk Model Y,1067.13,5,0.25,-208.3
ORD-8181,2021-08-01,2021-03-06,CUST-103,Charlie,Corporate,Texas,South,PROD-304,Office Supplies,Tablet,Notebook Model Y,1228.41,5,0.26,-110.73
ORD-9138,2022-07-14,2022-05-23,CUST-360,Grace,Consumer,Florida,South,PROD-380,Furniture,Printer,Chair Model X,1467.26,2,0.15,-34.18
ORD-3529,2022-07-12,2023-04-21,CUST-980,Grace,Consumer,Florida,East,PROD-117,Technology,Notebook,Pen Model Z,1276.62,8,0.27,-258.62
ORD-4260,2022-07-12,2023-10-13,CUST-669,Eve,Consumer,California,East,PROD-172,Technology,Printer,Laptop Model X,211.44,1,0.22,-28.58
ORD-1363,2023-12-08,2023-09-05,CUST-648,Charlie,Consumer,Florida,South,PROD-297,Office Supplies,Desk,Laptop Model X,828.67,6,0.03,69.5
ORD-1845,2022-05-17,2023-03-01,CUST-509,Diana,Corporate,Florida,East,PROD-625,Technology,Laptop,Monitor Model X,955.23,2,0.07,84.68
ORD-4032,2022-10-06,2021-12-17,CUST-846,Grace,Home Office,Illinois,Central,PROD-489,Office Supplies,Notebook,Printer Model X,413.29,6,0.03,23.2
ORD-2327,2022-06-15,2021-05-28,CUST-364,Grace,Corporate,Florida,East,PROD-565,Technology,Notebook,Notebook Model Z,723.77,4,0.18,-24.65
ORD-9583,2023-08-11,2023-05-13,CUST-114,Diana,Home Office,Texas,East,PROD-202,Furniture,Tablet,Desk Model Y,1400.39,8,0.07,29.46
ORD-4255,2023-02-26,2022-02-12,CUST-187,Grace,Corporate,Illinois,South,PROD-317,Technology,Printer,Printer Model X,403.3,8,0.28,-42.88
ORD-6136,2022-04-20,2021-12-11,CUST-198,Bob,Corporate,Florida,Central,PROD-903,Office Supplies,Pen,Tablet Model X,489.58,6,0.27,-85.26
ORD-8108,2021-02-11,2022-10-15,CUST-716,Grace,Corporate,Texas,West,PROD-135,Furniture,Notebook,Tablet Model X,1364.27,3,0.24,-90.9
ORD-4237,2022-08-27,2022-12-07,CUST-316,Eve,Consumer,California,East,PROD-302,Furniture,Tablet,Chair Model X,159.66,2,0.26,-25.82
ORD-6668,2021-02-17,2023-02-11,CUST-509,Diana,Consumer,Illinois,Central,PROD-757,Office Supplies,Notebook,Monitor Model Y,1322.65,7,0.25,-155.7
ORD-7312,2022-12-29,2021-02-09,CUST-290,Charlie,Home Office,Texas,Central,PROD-114,Furniture,Desk,Monitor Model Y,469.65,6,0.05,55.72
ORD-9956,2021-08-09,2021-10-15,CUST-314,Frank,Corporate,Illinois,South,PROD-867,Technology,Pen,Monitor Model Y,757.68,9,0.03,26.08
ORD-6465,2023-07-29,2023-08-27,CUST-809,Grace,Consumer,California,Central,PROD-444,Furniture,Pen,Chair Model Y,971.42,1,0.21,-131.04
ORD-1498,2021-12-09,2023-06-11,CUST-716,Alice,Corporate,California,South,PROD-371,Furniture,Desk,Tablet Model X,976.75,3,0.1,91.32
ORD-7062,2021-06-04,2022-10-25,CUST-126,Alice,Corporate,Illinois,Central,PROD-175,Furniture,Notebook,Printer Model Z,1470.37,6,0.19,-165.83
ORD-3944,2023-07-27,2023-10-27,CUST-281,Frank,Home Office,Texas,West,PROD-113,Technology,Laptop,Chair Model Y,71.47,5,0.19,-0.39
ORD-8952,2023-04-21,2021-08-25,CUST-694,Eve,Home Office,New York,West,PROD-658,Furniture,Pen,Chair Model Y,1061.65,2,0.26,-141.1
ORD-6856,2023-12-16,2021-08-25,CUST-258,Eve,Corporate,Illinois,South,PROD-793,Technology,Laptop,Printer Model X,1271.51,5,0.05,20.7
ORD-8838,2022-01-22,2023-08-28,CUST-329,Diana,Corporate,New York,West,PROD-157,Furniture,Desk,Monitor Model X,890.73,8,0.27,-132.24
ORD-7077,2023-06-13,2022-05-17,CUST-334,Alice,Corporate,Texas,East,PROD-816,Office Supplies,Notebook,Desk Model X,1464.07,9,0.1,49.89
ORD-1135,2021-02-07,2021-08-28,CUST-899,Frank,Home Office,Florida,South,PROD-330,Technology,Monitor,Printer Model X,638.15,9,0.27,-125.61
ORD-5033,2023-05-01,2023-04-10,CUST-485,Bob,Home Office,Illinois,Central,PROD-769,Technology,Monitor,Tablet Model Z,1129.8,6,0.06,118.3
ORD-7700,2022-12-30,2021-02-22,CUST-629,Frank,Consumer,California,East,PROD-583,Technology,Printer,Laptop Model Z,1035.82,9,0.05,18.12
ORD-5113,2021-08-19,2021-04-19,CUST-383,Bob,Home Office,Florida,South,PROD-401,Furniture,Notebook,Notebook Model Y,66.42,5,0.18,-7.61
ORD-7546,2022-03-28,2023-11-24,CUST-170,Frank,Corporate,Texas,South,PROD-627,Technology,Notebook,Laptop Model Z,838.13,2,0.27,-112.32
ORD-9396,2021-09-14,2021-01-23,CUST-603,Frank,Corporate,California,South,PROD-228,Office Supplies,Laptop,Pen Model Y,406.16,6,0.15,10.18
ORD-5594,2022-03-10,2021-11-04,CUST-314,Frank,Home Office,Illinois,South,PROD-780,Office Supplies,Notebook,Pen Model Y,802.55,9,0.02,98.07
ORD-1561,2021-07-28,2021-01-12,CUST-216,Frank,Consumer,Texas,Central,PROD-832,Furniture,Printer,Chair Model Z,1328.43,9,0.26,-269.72
ORD-6400,2021-05-17,2022-07-17,CUST-199,Frank,Home Office,Illinois,Central,PROD-988,Technology,Notebook,Notebook Model Y,952.59,1,0.15,-32.77
ORD-8333,2022-07-19,2021-07-18,CUST-699,Grace,Home Office,Florida,West,PROD-894,Furniture,Chair,Laptop Model X,898.96,3,0.15,7.46
ORD-4314,2023-05-06,2023-12-05,CUST-959,Frank,Corporate,Illinois,South,PROD-304,Office Supplies,Chair,Desk Model Y,1015.21,7,0.06,29.99
ORD-4960,2022-12-22,2022-01-25,CUST-764,Grace,Corporate,California,West,PROD-161,Furniture,Pen,Monitor Model X,801.91,3,0.06,75.76
ORD-3211,2023-04-25,2022-07-06,CUST-394,Bob,Consumer,Illinois,East,PROD-503,Office Supplies,Tablet,Tablet Model Z,682.73,9,0.18,-48.4
ORD-3371,2021-02-05,2022-05-12,CUST-276,Bob,Corporate,Florida,Central,PROD-154,Office Supplies,Desk,Pen Model Z,574.17,6,0.13,37.27
ORD-7974,2021-01-27,2022-05-21,CUST-231,Diana,Consumer,Florida,South,PROD-406,Furniture,Chair,Desk Model Y,1056.11,2,0.04,87.25
ORD-3681,2021-01-18,2021-05-18,CUST-919,Frank,Home Office,California,Central,PROD-728,Office Supplies,Desk,Tablet Model X,1168.08,7,0.29,-131.46
ORD-3806,2022-09-22,2023-09-17,CUST-733,Charlie,Consumer,New York,East,PROD-168,Office Supplies,Chair,Tablet Model Y,646.39,7,0.01,59.65
ORD-3255,2022-08-02,2021-06-14,CUST-822,Grace,Home Office,New York,West,PROD-955,Office Supplies,Chair,Monitor Model Z,84.72,7,0.01,12.79
ORD-7382,2023-06-22,2023-05-03,CUST-679,Bob,Home Office,Illinois,Central,PROD-300,Technology,Monitor,Notebook Model Y,823.86,2,0.29,-157.4
ORD-5899,2023-09-02,2023-11-14,CUST-156,Diana,Corporate,Florida,Central,PROD-196,Office Supplies,Printer,Chair Model Y,868.97,6,0.07,19.72
ORD-4159,2023-11-20,2022-12-13,CUST-112,Bob,Home Office,Texas,South,PROD-517,Furniture,Printer,Laptop Model X,728.92,4,0.0,55.63
ORD-6656,2021-05-03,2022-05-23,CUST-292,Grace,Home Office,Texas,Central,PROD-849,Technology,Tablet,Monitor Model Z,552.69,2,0.12,14.41
ORD-2452,2023-08-15,2022-11-18,CUST-674,Bob,Consumer,Florida,South,PROD-510,Technology,Pen,Desk Model Y,1345.96,1,0.07,69.74
ORD-3322,2023-09-28,2022-12-10,CUST-938,Frank,Corporate,Texas,West,PROD-712,Furniture,Notebook,Chair Model X,732.05,3,0.24,-99.48
ORD-8097,2023-09-14,2021-05-23,CUST-609,Grace,Corporate,California,South,PROD-708,Office Supplies,Printer,Desk Model Y,1202.47,6,0.08,-26.07
ORD-2768,2021-12-04,2021-10-09,CUST-252,Charlie,Corporate,Illinois,West,PROD-467,Furniture,Tablet,Chair Model X,963.84,5,0.25,-97.45
ORD-7096,2023-09-18,2023-08-26,CUST-122,Grace,Home Office,Florida,East,PROD-393,Furniture,Printer,Notebook Model X,1184.84,9,0.16,-8.48
ORD-6185,2021-09-30,2021-10-30,CUST-129,Bob,Home Office,Illinois,West,PROD-384,Office Supplies,Chair,Pen Model Y,1318.95,5,0.24,-187.27
ORD-2169,2023-06-21,2022-02-02,CUST-468,Diana,Consumer,California,West,PROD-902,Office Supplies,Pen,Desk Model Z,380.14,2,0.18,-11.82
ORD-5710,2021-02-08,2021-11-15,CUST-800,Grace,Corporate,Texas,East,PROD-375,Technology,Laptop,Monitor Model Z,1246.44,7,0.23,-59.8
ORD-7590,2022-11-13,2023-06-28,CUST-490,Frank,Corporate,Florida,East,PROD-758,Technology,Desk,Chair Model X,1087.23,6,0.14,-41.14
ORD-1386,2022-03-02,2023-05-31,CUST-409,Diana,Home Office,California,Central,PROD-488,Office Supplies,Tablet,Chair Model Z,850.39,5,0.13,23.77
ORD-3430,2021-11-11,2023-05-09,CUST-720,Alice,Consumer,California,West,PROD-380,Office Supplies,Desk,Tablet Model X,826.55,5,0.14,30.44
ORD-2405,2022-09-06,2023-12-09,CUST-500,Eve,Home Office,Illinois,South,PROD-704,Furniture,Desk,Tablet Model Z,480.9,6,0.22,-50.18
ORD-1123,2023-01-25,2022-11-05,CUST-452,Bob,Corporate,Florida,East,PROD-381,Office Supplies,Printer,Printer Model Y,820.14,5,0.13,-46.67
ORD-4997,2021-06-06,2023-09-03,CUST-671,Frank,Home Office,Illinois,East,PROD-977,Office Supplies,Printer,Desk Model Z,588.84,5,0.09,-20.09
ORD-6909,2023-05-22,2022-11-09,CUST-165,Grace,Consumer,Illinois,Central,PROD-293,Office Supplies,Pen,Tablet Model X,1335.44,9,0.24,-105.53
